Estado,Sector,Fecha,Cartera,Vigente,Vencida,Imor
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2016-06,1335.44,1291.62,43.82,321.51
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2016-07,1282.34,1237.8,44.56,328.33
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2016-08,1273.43,1228.58,44.87,321.56
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2016-09,1282.95,1239.24,43.71,319.94
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2016-10,1298.19,1254.09,44.11,317.3
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2016-11,1291.23,1249.64,41.61,296.42
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2016-12,1349.5,1307.55,41.95,178.5
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2017-01,1306.85,1300.36,6.49,114.25
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2017-02,1196.4,1189.9,6.49,119.78
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2017-03,1198.25,1189.89,8.35,118.65
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2017-04,1186.72,1178.26,8.46,160.18
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2017-05,1143.79,1134.66,9.12,261.84
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2017-06,1142.48,1133.49,8.99,261.11
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2017-07,1116.82,1107.45,9.37,266.8
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2017-08,1076.68,1067.3,9.36,269.64
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2017-09,1074.73,1065.28,9.46,271.51
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2017-10,906.16,896.76,9.39,272.46
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2017-11,877.77,867.78,10,251.6
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2017-12,1067.08,1057.55,9.54,252.61
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2018-01,1032.49,1024.52,7.96,251.79
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2018-02,1064.43,1056.47,7.95,221.59
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2018-03,1070.97,1063.31,7.64,221.49
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2018-04,1059.66,1052.12,7.52,118.55
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2018-05,1058.42,1050.92,7.5,129.54
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2018-06,1071.31,1063.81,7.5,129.58
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2018-07,1058.77,1052.81,5.95,121.16
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2018-08,1038.41,1032.45,5.95,121.26
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2018-09,1049.78,1046.24,3.54,120.33
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2018-10,1031.54,1028,3.54,121.2
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2018-11,1091.63,1086.11,5.5,130.85
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2018-12,1109.44,1103.32,6.12,49.23
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2019-01,1098.45,1092.33,6.12,57.76
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2019-02,1117.12,1112.94,4.17,50.9
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2019-03,1125.35,1124.43,0.92,31.53
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2019-04,1138.6,1138.2,0.4,29.6
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2019-05,1122.68,1122.28,0.4,29.35
AGUASCALIENTES,"Agricultura, Silvicultura, Ganaderia y Pesca",2019-06,1144.37,1143.96,0.4,43.46
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2016-06,1163.12,1162.86,0.26,45.09
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2016-07,1277.62,1277.36,0.25,45.9
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2016-08,1295.93,1295.69,0.25,48.04
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2016-09,1330.76,1330.5,0.25,41.23
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2016-10,1293.29,1292.81,0.48,35.31
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2016-11,1327.93,1327.14,0.79,41.44
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2016-12,1397.71,1396.02,1.69,205.61
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2017-01,1369.37,1367.11,2.26,206.18
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2017-02,1383.67,1381.43,2.22,105.55
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2017-03,1364.05,1362.75,1.28,103.62
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2017-04,1404.98,1403.41,1.58,103.75
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2017-05,1310.26,1309.21,1.05,103.27
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2017-06,1368.46,1367.28,1.18,104.84
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2017-07,1355.11,1353.93,1.18,104.77
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2017-08,1342.78,1341.61,1.18,105.02
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2017-09,1358.35,1357.18,1.18,107
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2017-10,1414.18,1410.09,4.1,108
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2017-11,1443.71,1439.58,4.13,107.69
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2017-12,1520.8,1516.76,4.05,108.54
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2018-01,1450.77,1447.04,3.73,111.49
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2018-02,1443.47,1439.95,3.53,112.75
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2018-03,1421.74,1417.92,3.83,112.79
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2018-04,1336.82,1333.15,3.65,13.6
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2018-05,1342.72,1339.26,3.47,16.16
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2018-06,1431.29,1424.44,6.86,17.76
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2018-07,1433.74,1426.89,6.85,17.87
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2018-08,1415.83,1409.01,6.81,14.07
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2018-09,1422.69,1418.91,3.77,20.55
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2018-10,1421.43,1417.67,3.77,20.65
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2018-11,1481.24,1477.4,3.85,22.78
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2018-12,1499.18,1495.33,3.85,22.98
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2019-01,1494.5,1490.64,3.85,24.57
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2019-02,1481.74,1474.96,6.78,59.89
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2019-03,1446.24,1439.19,7.07,35.92
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2019-04,1351.98,1347.64,4.34,40.35
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2019-05,1389.51,1380.84,8.66,153.81
AGUASCALIENTES,"Alimentos, Bebidas y Tabaco",2019-06,1387.53,1379.54,8,148.57
AGUASCALIENTES,Comercio,2016-06,2119.76,2078.18,41.58,460.89
AGUASCALIENTES,Comercio,2016-07,2153.12,2110.88,42.25,460.4
AGUASCALIENTES,Comercio,2016-08,2215.7,2172.7,42.97,420.77
AGUASCALIENTES,Comercio,2016-09,2212,2173.96,38.04,383.33
AGUASCALIENTES,Comercio,2016-10,2294.31,2258.26,36.06,376.04
AGUASCALIENTES,Comercio,2016-11,2300.9,2265.09,35.82,338.02
AGUASCALIENTES,Comercio,2016-12,2258.88,2222.97,35.91,332.84
AGUASCALIENTES,Comercio,2017-01,2216.47,2182.89,33.57,325.31
AGUASCALIENTES,Comercio,2017-02,2253.63,2219,34.61,355.28
AGUASCALIENTES,Comercio,2017-03,2283.73,2243.73,40.01,373.71
AGUASCALIENTES,Comercio,2017-04,2295.18,2254.88,40.3,353.49
AGUASCALIENTES,Comercio,2017-05,2361.77,2318.73,43.03,406.51
AGUASCALIENTES,Comercio,2017-06,2434,2395.94,38.06,218.11
AGUASCALIENTES,Comercio,2017-07,2394.6,2349.22,45.39,243
AGUASCALIENTES,Comercio,2017-08,2374.05,2316.76,57.27,299.39
AGUASCALIENTES,Comercio,2017-09,2411.38,2348.33,63.04,339.07
AGUASCALIENTES,Comercio,2017-10,2496.33,2433.16,63.18,325.23
AGUASCALIENTES,Comercio,2017-11,2534.66,2487.15,47.51,125.03
AGUASCALIENTES,Comercio,2017-12,2514.27,2469.59,44.66,95.19
AGUASCALIENTES,Comercio,2018-01,2528.7,2479.1,49.61,104.97
AGUASCALIENTES,Comercio,2018-02,2599.43,2537.88,61.56,125.27
AGUASCALIENTES,Comercio,2018-03,2700.36,2630.84,69.52,145.75
AGUASCALIENTES,Comercio,2018-04,2773.9,2706.75,67.13,128.68
AGUASCALIENTES,Comercio,2018-05,2808.69,2743.1,65.63,130.01
AGUASCALIENTES,Comercio,2018-06,2863.22,2793.57,69.64,131.22
AGUASCALIENTES,Comercio,2018-07,2816.44,2745.3,71.14,89.25
AGUASCALIENTES,Comercio,2018-08,3144.44,3080.27,64.18,84.19
AGUASCALIENTES,Comercio,2018-09,3108.43,3044.85,63.58,85.65
AGUASCALIENTES,Comercio,2018-10,3225.61,3161.17,64.46,88.56
AGUASCALIENTES,Comercio,2018-11,3354.7,3290.96,63.76,73.3
AGUASCALIENTES,Comercio,2018-12,3046.68,2981.72,64.98,94.99
AGUASCALIENTES,Comercio,2019-01,2814.15,2748.78,65.39,101.28
AGUASCALIENTES,Comercio,2019-02,3155.07,3085.6,69.45,128.37
AGUASCALIENTES,Comercio,2019-03,3416.11,3348.62,67.5,118.33
AGUASCALIENTES,Comercio,2019-04,3232.87,3167.07,65.8,118.06
AGUASCALIENTES,Comercio,2019-05,3262.32,3190.49,71.8,130.36
AGUASCALIENTES,Comercio,2019-06,3204.22,3141.39,62.84,82.95
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2016-06,58.32,58.15,0.17,4.09
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2016-07,59.94,59.77,0.17,3.7
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2016-08,61.34,60.93,0.42,5.23
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2016-09,70.71,70.37,0.34,2.89
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2016-10,67.03,66.54,0.49,5.85
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2016-11,61.79,61.33,0.47,5.81
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2016-12,62.31,61.52,0.79,19.09
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2017-01,64.09,63.23,0.86,20.43
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2017-02,65.85,65,0.86,20.16
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2017-03,55.05,54.33,0.72,18.28
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2017-04,73.12,72.47,0.65,13.2
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2017-05,76.07,75.7,0.37,2.67
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2017-06,66.7,66.41,0.3,1.85
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2017-07,78.94,78.58,0.36,2.16
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2017-08,78.07,77.72,0.36,2.01
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2017-09,80.81,80.46,0.35,1.93
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2017-10,71.68,71.32,0.36,2.18
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2017-11,81.35,81.1,0.25,0.73
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2017-12,78.44,78.44,0,0
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2018-01,82.83,82.83,0,0
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2018-02,75.81,75.51,0.31,66.14
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2018-03,79.54,79.2,0.34,79.18
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2018-04,76.24,75.9,0.34,78.88
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2018-05,78.95,78.54,0.41,38.35
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2018-06,79.15,78.57,0.59,42.06
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2018-07,81.8,81.22,0.59,41.84
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2018-08,89.8,89.41,0.39,39.33
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2018-09,105.51,105.12,0.39,105.87
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2018-10,117.08,115.13,1.97,109.29
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2018-11,115.82,114.07,1.76,108.31
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2018-12,100.41,100.24,0.18,101.39
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2019-01,120.08,119.9,0.18,101.49
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2019-02,119.4,118.94,0.46,102.57
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2019-03,118.18,116.74,1.44,110.71
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2019-04,133.37,132.92,0.45,102.24
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2019-05,131.58,130.46,1.12,17.01
AGUASCALIENTES,Comunicaciones y Telecomunicaciones,2019-06,115.45,114.35,1.11,13.26
AGUASCALIENTES,Construccion,2016-06,1374.4,1359.22,15.19,257.93
AGUASCALIENTES,Construccion,2016-07,1420.33,1406.78,13.55,251.36
AGUASCALIENTES,Construccion,2016-08,1419.51,1406.5,13.01,152.55
AGUASCALIENTES,Construccion,2016-09,1436.19,1424.24,11.94,88.88
AGUASCALIENTES,Construccion,2016-10,1417.98,1405.99,11.98,87
AGUASCALIENTES,Construccion,2016-11,1569.95,1555.28,14.69,90.17
AGUASCALIENTES,Construccion,2016-12,1583.09,1567.74,15.34,118.21
AGUASCALIENTES,Construccion,2017-01,1599.34,1581.35,18,93.87
AGUASCALIENTES,Construccion,2017-02,1597.04,1581.89,15.18,92.09
AGUASCALIENTES,Construccion,2017-03,1727.47,1713.09,14.38,105.14
AGUASCALIENTES,Construccion,2017-04,1701.67,1690.95,10.72,125.72
AGUASCALIENTES,Construccion,2017-05,1740.83,1728.61,12.21,118.38
AGUASCALIENTES,Construccion,2017-06,1628.39,1625.06,3.33,107.22
AGUASCALIENTES,Construccion,2017-07,1599.1,1595.92,3.18,104.24
AGUASCALIENTES,Construccion,2017-08,1634.09,1631.25,2.84,102.3
AGUASCALIENTES,Construccion,2017-09,1746.43,1741.05,5.37,106.2
AGUASCALIENTES,Construccion,2017-10,1806.19,1801.22,4.95,104.99
AGUASCALIENTES,Construccion,2017-11,1954.74,1948.15,6.59,111.99
AGUASCALIENTES,Construccion,2017-12,1934.2,1928.53,5.67,110.04
AGUASCALIENTES,Construccion,2018-01,1991.23,1986.02,5.2,106.6
AGUASCALIENTES,Construccion,2018-02,2105.59,2100.39,5.2,106.14
AGUASCALIENTES,Construccion,2018-03,2170.26,2165.06,5.2,105.85
AGUASCALIENTES,Construccion,2018-04,2286.19,2281.37,4.81,77.65
AGUASCALIENTES,Construccion,2018-05,2362.94,2355.96,6.98,77
AGUASCALIENTES,Construccion,2018-06,2431.25,2421.26,9.97,80.14
AGUASCALIENTES,Construccion,2018-07,2439.03,2428.53,10.49,122.32
AGUASCALIENTES,Construccion,2018-08,2561.39,2549.57,11.82,169.61
AGUASCALIENTES,Construccion,2018-09,2511.54,2495.6,15.93,164.4
AGUASCALIENTES,Construccion,2018-10,2574.86,2557.08,17.77,147.12
AGUASCALIENTES,Construccion,2018-11,2645.8,2630.15,15.65,147.23
AGUASCALIENTES,Construccion,2018-12,2554.39,2544.36,10.04,91.12
AGUASCALIENTES,Construccion,2019-01,2607.45,2597.41,10.04,87.23
AGUASCALIENTES,Construccion,2019-02,2682.74,2677.33,5.4,87.43
AGUASCALIENTES,Construccion,2019-03,2693.34,2686.31,7,89.44
AGUASCALIENTES,Construccion,2019-04,2663,2656.14,6.88,89.18
AGUASCALIENTES,Construccion,2019-05,2711.68,2704.08,7.61,114.77
AGUASCALIENTES,Construccion,2019-06,2717.75,2710.97,6.79,112.36
AGUASCALIENTES,Educativo,2016-06,65.54,61.64,3.9,40.42
AGUASCALIENTES,Educativo,2016-07,66.19,62.38,3.81,30.62
AGUASCALIENTES,Educativo,2016-08,55.12,55.07,0.05,0.49
AGUASCALIENTES,Educativo,2016-09,51.31,51.29,0.02,0.14
AGUASCALIENTES,Educativo,2016-10,51.97,51.96,0.01,0.56
AGUASCALIENTES,Educativo,2016-11,54.33,54.33,0.01,0.46
AGUASCALIENTES,Educativo,2016-12,48.14,48.13,0.01,0.45
AGUASCALIENTES,Educativo,2017-01,45.61,45.6,0.01,0.47
AGUASCALIENTES,Educativo,2017-02,47.92,47.91,0.01,0.49
AGUASCALIENTES,Educativo,2017-03,45.92,45.91,0.01,0.05
AGUASCALIENTES,Educativo,2017-04,45.2,45.2,0,0
AGUASCALIENTES,Educativo,2017-05,42.59,42.53,0.05,45.07
AGUASCALIENTES,Educativo,2017-06,39.86,39.78,0.06,34.13
AGUASCALIENTES,Educativo,2017-07,27.28,27.19,0.07,25.57
AGUASCALIENTES,Educativo,2017-08,34.73,34.66,0.06,1.53
AGUASCALIENTES,Educativo,2017-09,33.28,33.28,0,0
AGUASCALIENTES,Educativo,2017-10,29.15,29.15,0,0
AGUASCALIENTES,Educativo,2017-11,24,24,0,0
AGUASCALIENTES,Educativo,2017-12,26.75,26.75,0,0
AGUASCALIENTES,Educativo,2018-01,23.31,23.21,0.1,5.6
AGUASCALIENTES,Educativo,2018-02,31.8,31.71,0.1,5.06
AGUASCALIENTES,Educativo,2018-03,35.19,35.1,0.09,5.08
AGUASCALIENTES,Educativo,2018-04,30.5,30.36,0.15,9.68
AGUASCALIENTES,Educativo,2018-05,29.02,28.87,0.15,9.35
AGUASCALIENTES,Educativo,2018-06,29.37,29.22,0.15,7.82
AGUASCALIENTES,Educativo,2018-07,29.76,29.62,0.14,7.58
AGUASCALIENTES,Educativo,2018-08,32,31.88,0.12,5.61
AGUASCALIENTES,Educativo,2018-09,28.43,28.31,0.13,14.52
AGUASCALIENTES,Educativo,2018-10,30.33,30.11,0.24,18.67
AGUASCALIENTES,Educativo,2018-11,38.25,37.75,0.5,22.49
AGUASCALIENTES,Educativo,2018-12,34.17,33.65,0.52,54.12
AGUASCALIENTES,Educativo,2019-01,29.53,29.03,0.5,17.65
AGUASCALIENTES,Educativo,2019-02,28.88,28.65,0.24,14.2
AGUASCALIENTES,Educativo,2019-03,30.79,30.54,0.26,15.54
AGUASCALIENTES,Educativo,2019-04,28.33,28.11,0.22,14.36
AGUASCALIENTES,Educativo,2019-05,31.8,31.48,0.32,20.02
AGUASCALIENTES,Educativo,2019-06,31.28,30.96,0.32,19.69
AGUASCALIENTES,Gobierno Federal,2016-06,0.49,0.49,0,0
AGUASCALIENTES,Gobierno Federal,2016-07,0.43,0.43,0,0
AGUASCALIENTES,Gobierno Federal,2016-08,0.42,0.42,0,0
AGUASCALIENTES,Gobierno Federal,2016-09,0.4,0.4,0,0
AGUASCALIENTES,Gobierno Federal,2016-10,0.25,0.25,0,0
AGUASCALIENTES,Gobierno Federal,2016-11,0.23,0.09,0.15,80.46
AGUASCALIENTES,Gobierno Federal,2016-12,0.22,0.07,0.15,82.87
AGUASCALIENTES,Gobierno Federal,2017-01,0.2,0.05,0.15,94.69
AGUASCALIENTES,Gobierno Federal,2017-02,0.27,0.12,0.15,62.38
AGUASCALIENTES,Gobierno Federal,2017-03,0.21,0.06,0.15,69.81
AGUASCALIENTES,Gobierno Federal,2017-04,0.15,0,0.15,98.53
AGUASCALIENTES,Gobierno Federal,2017-05,0.16,0.02,0.15,90.66
AGUASCALIENTES,Gobierno Federal,2017-06,0.16,0.01,0.15,95.62
AGUASCALIENTES,Gobierno Federal,2017-07,0.22,0.07,0.15,67.08
AGUASCALIENTES,Gobierno Federal,2017-08,0.22,0.07,0.15,68.58
AGUASCALIENTES,Gobierno Federal,2017-09,0.3,0.16,0.15,48.91
AGUASCALIENTES,Gobierno Federal,2017-10,0.37,0.23,0.15,39.72
AGUASCALIENTES,Gobierno Federal,2017-11,0.36,0.21,0.15,41.46
AGUASCALIENTES,Gobierno Federal,2017-12,0.34,0.19,0.15,43.76
AGUASCALIENTES,Gobierno Federal,2018-01,0.35,0.2,0.15,142.19
AGUASCALIENTES,Gobierno Federal,2018-02,0.41,0.26,0.15,36.23
AGUASCALIENTES,Gobierno Federal,2018-03,0.26,0.26,0,0
AGUASCALIENTES,Gobierno Federal,2018-04,0.23,0.23,0,0
AGUASCALIENTES,Gobierno Federal,2018-05,0.21,0.21,0,0
AGUASCALIENTES,Gobierno Federal,2018-06,0.27,0.27,0,0
AGUASCALIENTES,Gobierno Federal,2018-07,0.27,0.27,0,0
AGUASCALIENTES,Gobierno Federal,2018-08,0.27,0.27,0,0
AGUASCALIENTES,Gobierno Federal,2018-09,0.57,0.57,0,0
AGUASCALIENTES,Gobierno Federal,2018-10,0.57,0.57,0,0
AGUASCALIENTES,Gobierno Federal,2018-11,0.55,0.55,0,0
AGUASCALIENTES,Gobierno Federal,2018-12,0.53,0.53,0,0
AGUASCALIENTES,Gobierno Federal,2019-01,0.3,0.3,0,0
AGUASCALIENTES,Gobierno Federal,2019-02,0.27,0.27,0,0
AGUASCALIENTES,Gobierno Federal,2019-03,0.28,0.28,0,0
AGUASCALIENTES,Gobierno Federal,2019-04,0.3,0.3,0,0
AGUASCALIENTES,Gobierno Federal,2019-05,0.39,0.39,0,0
AGUASCALIENTES,Gobierno Federal,2019-06,0.51,0.51,0,0
AGUASCALIENTES,Hoteles y Restaurantes,2016-06,141.24,140.96,0.27,22.12
AGUASCALIENTES,Hoteles y Restaurantes,2016-07,140.57,140.35,0.22,18.99
AGUASCALIENTES,Hoteles y Restaurantes,2016-08,149.89,149.35,0.54,23.4
AGUASCALIENTES,Hoteles y Restaurantes,2016-09,155.24,154.7,0.54,18.95
AGUASCALIENTES,Hoteles y Restaurantes,2016-10,148.45,147.95,0.52,22.59
AGUASCALIENTES,Hoteles y Restaurantes,2016-11,153.75,153.35,0.39,18.04
AGUASCALIENTES,Hoteles y Restaurantes,2016-12,155.44,155.1,0.33,17.97
AGUASCALIENTES,Hoteles y Restaurantes,2017-01,156,155.66,0.33,17.02
AGUASCALIENTES,Hoteles y Restaurantes,2017-02,152.14,151.8,0.33,16.06
AGUASCALIENTES,Hoteles y Restaurantes,2017-03,146.95,146.46,0.49,8.5
AGUASCALIENTES,Hoteles y Restaurantes,2017-04,147.33,146.86,0.46,9.18
AGUASCALIENTES,Hoteles y Restaurantes,2017-05,143.39,143.05,0.34,6.23
AGUASCALIENTES,Hoteles y Restaurantes,2017-06,145.39,145.21,0.18,3.15
AGUASCALIENTES,Hoteles y Restaurantes,2017-07,144.77,144.58,0.18,2.65
AGUASCALIENTES,Hoteles y Restaurantes,2017-08,139.54,139.36,0.18,2.93
AGUASCALIENTES,Hoteles y Restaurantes,2017-09,142.04,141.86,0.18,2.79
AGUASCALIENTES,Hoteles y Restaurantes,2017-10,145.26,144.89,0.36,4.76
AGUASCALIENTES,Hoteles y Restaurantes,2017-11,148.84,148.24,0.61,6.88
AGUASCALIENTES,Hoteles y Restaurantes,2017-12,149.17,148.49,0.69,8.69
AGUASCALIENTES,Hoteles y Restaurantes,2018-01,147.31,146.78,0.53,8.78
AGUASCALIENTES,Hoteles y Restaurantes,2018-02,146.33,145.8,0.53,7.56
AGUASCALIENTES,Hoteles y Restaurantes,2018-03,150.02,149.52,0.51,8.29
AGUASCALIENTES,Hoteles y Restaurantes,2018-04,151.43,150.92,0.51,9.48
AGUASCALIENTES,Hoteles y Restaurantes,2018-05,150.97,150.47,0.51,10.41
AGUASCALIENTES,Hoteles y Restaurantes,2018-06,151.01,150.51,0.51,6.71
AGUASCALIENTES,Hoteles y Restaurantes,2018-07,146.42,145.92,0.51,7.97
AGUASCALIENTES,Hoteles y Restaurantes,2018-08,145.54,145.04,0.51,8.38
AGUASCALIENTES,Hoteles y Restaurantes,2018-09,156.93,156.43,0.51,8.34
AGUASCALIENTES,Hoteles y Restaurantes,2018-10,181.25,180.13,1.12,11.74
AGUASCALIENTES,Hoteles y Restaurantes,2018-11,203.52,202.93,0.59,6.52
AGUASCALIENTES,Hoteles y Restaurantes,2018-12,212.71,211.74,0.98,10.66
AGUASCALIENTES,Hoteles y Restaurantes,2019-01,226.24,225.27,0.98,10.94
AGUASCALIENTES,Hoteles y Restaurantes,2019-02,232.91,231.93,0.98,9.84
AGUASCALIENTES,Hoteles y Restaurantes,2019-03,248.1,247.85,0.25,2.84
AGUASCALIENTES,Hoteles y Restaurantes,2019-04,245.3,245.13,0.17,1.91
AGUASCALIENTES,Hoteles y Restaurantes,2019-05,248.43,246.67,1.76,106.48
AGUASCALIENTES,Hoteles y Restaurantes,2019-06,252,250.47,1.53,103.77
AGUASCALIENTES,Industria Automotriz,2016-06,306.71,306.62,0.09,100
AGUASCALIENTES,Industria Automotriz,2016-07,391.35,391.26,0.09,100
AGUASCALIENTES,Industria Automotriz,2016-08,427.15,427.06,0.09,100
AGUASCALIENTES,Industria Automotriz,2016-09,431.69,431.6,0.09,100
AGUASCALIENTES,Industria Automotriz,2016-10,539.53,539.44,0.09,100
AGUASCALIENTES,Industria Automotriz,2016-11,1017.15,1017.15,0,0
AGUASCALIENTES,Industria Automotriz,2016-12,917.09,917.09,0,0
AGUASCALIENTES,Industria Automotriz,2017-01,928.34,928.34,0,0
AGUASCALIENTES,Industria Automotriz,2017-02,1346.82,1346.42,0.4,9.86
AGUASCALIENTES,Industria Automotriz,2017-03,1171.05,1170.65,0.4,5.09
AGUASCALIENTES,Industria Automotriz,2017-04,1460.74,1460.33,0.4,5.03
AGUASCALIENTES,Industria Automotriz,2017-05,1442.41,1442.01,0.4,49.42
AGUASCALIENTES,Industria Automotriz,2017-06,1572.68,1572.28,0.4,7.6
AGUASCALIENTES,Industria Automotriz,2017-07,1600.11,1600.11,0,0
AGUASCALIENTES,Industria Automotriz,2017-08,1559.54,1559.54,0,0
AGUASCALIENTES,Industria Automotriz,2017-09,1507.37,1507.37,0,0
