Estado,Sector,Fecha,Cartera,Vigente,Vencida,Imor
NAYARIT,Servicios Comunales y Sociales,2018-01,0.37,0.37,0,100
NAYARIT,Servicios Comunales y Sociales,2018-02,0.34,0.34,0,0
NAYARIT,Servicios Comunales y Sociales,2018-03,0.32,0.32,0,0
NAYARIT,Servicios Comunales y Sociales,2018-04,0.29,0.29,0,0
NAYARIT,Servicios Comunales y Sociales,2018-05,0.27,0.27,0,0
NAYARIT,Servicios Comunales y Sociales,2018-06,1.23,1.23,0,0
NAYARIT,Servicios Comunales y Sociales,2018-07,1.36,1.36,0,0
NAYARIT,Servicios Comunales y Sociales,2018-08,1.4,1.4,0,0
NAYARIT,Servicios Comunales y Sociales,2018-09,1.31,1.31,0,0
NAYARIT,Servicios Comunales y Sociales,2018-10,1.62,1.62,0,0
NAYARIT,Servicios Comunales y Sociales,2018-11,1.6,1.6,0,0
NAYARIT,Servicios Comunales y Sociales,2018-12,1.5,1.5,0,0
NAYARIT,Servicios Comunales y Sociales,2019-01,1.42,1.42,0,0
NAYARIT,Servicios Comunales y Sociales,2019-02,1.36,1.36,0,0
NAYARIT,Servicios Comunales y Sociales,2019-03,1.32,1.32,0,0
NAYARIT,Servicios Comunales y Sociales,2019-04,1.3,1.3,0,0
NAYARIT,Servicios Comunales y Sociales,2019-05,1.26,1.22,0.05,27.32
NAYARIT,Servicios Comunales y Sociales,2019-06,1.27,1.22,0.05,27.72
NAYARIT,Servicios Profesionales y Tecnicos,2016-06,326.71,320.52,6.17,73.68
NAYARIT,Servicios Profesionales y Tecnicos,2016-07,327.17,321.04,6.13,73.3
NAYARIT,Servicios Profesionales y Tecnicos,2016-08,300.97,294.6,6.37,75
NAYARIT,Servicios Profesionales y Tecnicos,2016-09,325.16,318.44,6.7,77.93
NAYARIT,Servicios Profesionales y Tecnicos,2016-10,314.55,307.85,6.68,77.93
NAYARIT,Servicios Profesionales y Tecnicos,2016-11,292.23,284.5,7.72,85.4
NAYARIT,Servicios Profesionales y Tecnicos,2016-12,483.01,476.65,6.37,85.08
NAYARIT,Servicios Profesionales y Tecnicos,2017-01,475.2,468.84,6.36,79.19
NAYARIT,Servicios Profesionales y Tecnicos,2017-02,485.26,479.25,6.01,79.27
NAYARIT,Servicios Profesionales y Tecnicos,2017-03,499.05,493.24,5.84,80.16
NAYARIT,Servicios Profesionales y Tecnicos,2017-04,499,495.45,3.56,76.76
NAYARIT,Servicios Profesionales y Tecnicos,2017-05,495.09,492.72,2.35,73.19
NAYARIT,Servicios Profesionales y Tecnicos,2017-06,465.15,462.88,2.28,72.41
NAYARIT,Servicios Profesionales y Tecnicos,2017-07,507.16,503.47,3.68,90.5
NAYARIT,Servicios Profesionales y Tecnicos,2017-08,541.67,538.23,3.43,87.1
NAYARIT,Servicios Profesionales y Tecnicos,2017-09,566.04,562.58,3.44,82.72
NAYARIT,Servicios Profesionales y Tecnicos,2017-10,584.68,580.73,3.96,76.97
NAYARIT,Servicios Profesionales y Tecnicos,2017-11,551.3,544.25,7.04,79.83
NAYARIT,Servicios Profesionales y Tecnicos,2017-12,671.74,663.27,8.45,82.11
NAYARIT,Servicios Profesionales y Tecnicos,2018-01,697.63,690.58,7.06,87.93
NAYARIT,Servicios Profesionales y Tecnicos,2018-02,703.97,697.05,6.92,98.7
NAYARIT,Servicios Profesionales y Tecnicos,2018-03,708.08,699.37,8.72,106.28
NAYARIT,Servicios Profesionales y Tecnicos,2018-04,719.41,703.28,16.13,241.47
NAYARIT,Servicios Profesionales y Tecnicos,2018-05,756.92,740.84,16.07,226.34
NAYARIT,Servicios Profesionales y Tecnicos,2018-06,767.53,750.3,17.2,234.28
NAYARIT,Servicios Profesionales y Tecnicos,2018-07,747.54,737.02,10.5,227.83
NAYARIT,Servicios Profesionales y Tecnicos,2018-08,699.57,689,10.55,274.54
NAYARIT,Servicios Profesionales y Tecnicos,2018-09,701.35,691.27,10.07,279.5
NAYARIT,Servicios Profesionales y Tecnicos,2018-10,724.25,715.25,8.98,269.8
NAYARIT,Servicios Profesionales y Tecnicos,2018-11,763.07,754.95,8.12,157.45
NAYARIT,Servicios Profesionales y Tecnicos,2018-12,796.46,785.15,11.31,161.49
NAYARIT,Servicios Profesionales y Tecnicos,2019-01,821.81,810.21,11.59,167.31
NAYARIT,Servicios Profesionales y Tecnicos,2019-02,875.83,864.14,11.67,126.71
NAYARIT,Servicios Profesionales y Tecnicos,2019-03,893.09,882.48,10.61,111.45
NAYARIT,Servicios Profesionales y Tecnicos,2019-04,900.21,890.28,9.91,211.27
NAYARIT,Servicios Profesionales y Tecnicos,2019-05,939.14,930.5,8.64,205.06
NAYARIT,Servicios Profesionales y Tecnicos,2019-06,953.42,945.93,7.45,202.75
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2016-06,21.16,21.12,0.03,0.22
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2016-07,25.54,25.51,0.03,0.22
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2016-08,23.91,23.74,0.16,37.68
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2016-09,24.42,24.24,0.16,36.51
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2016-10,28.28,24.82,3.45,67.64
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2016-11,25.46,24.44,1.02,48.49
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2016-12,23.29,22.4,0.89,10.93
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2017-01,22.64,21.75,0.89,11.7
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2017-02,18.46,17.56,0.89,22.98
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2017-03,17.97,17.11,0.86,17.82
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2017-04,14.91,14.06,0.86,22.95
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2017-05,18.42,17.56,0.86,10.33
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2017-06,18.17,17.31,0.86,10.23
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2017-07,17.68,16.82,0.86,10.23
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2017-08,17,16.14,0.86,10.48
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2017-09,103.77,102.91,0.86,10.55
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2017-10,107.19,106.33,0.86,10.57
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2017-11,104.23,103.38,0.86,10.61
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2017-12,103.14,102.28,0.86,12.34
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2018-01,97.18,97.18,0,0
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2018-02,97.52,97.52,0,0
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2018-03,95.35,95.35,0,0
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2018-04,93.38,93.38,0,0
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2018-05,94.5,94.5,0,0
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2018-06,95.86,95.86,0,0
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2018-07,88.25,88.17,0.08,1.08
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2018-08,82.95,82.87,0.08,4.74
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2018-09,85.44,85.36,0.08,1.37
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2018-10,87.36,87.28,0.08,1.5
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2018-11,86.91,86.83,0.08,1.29
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2018-12,80.47,80.39,0.08,1.94
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2019-01,76.34,76.26,0.08,1.98
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2019-02,75.31,75.23,0.08,1.14
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2019-03,69.86,69.78,0.08,9.51
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2019-04,66.08,65.99,0.08,5.06
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2019-05,71.51,71.43,0.09,1.29
NAYARIT,Servicios de Esparcimiento y otros Servicios Recreativo,2019-06,70.37,70.28,0.09,1.27
NAYARIT,Transporte,2016-06,113.62,113.22,0.4,5.68
NAYARIT,Transporte,2016-07,117.74,117.25,0.49,7.23
NAYARIT,Transporte,2016-08,111.8,111.24,0.56,8.18
NAYARIT,Transporte,2016-09,117.01,116.67,0.34,3.72
NAYARIT,Transporte,2016-10,119.77,119.41,0.36,3.61
NAYARIT,Transporte,2016-11,117.83,117.46,0.37,5.07
NAYARIT,Transporte,2016-12,123.03,122.81,0.22,3.83
NAYARIT,Transporte,2017-01,120.06,119.87,0.2,3.31
NAYARIT,Transporte,2017-02,127.64,127.3,0.34,3.14
NAYARIT,Transporte,2017-03,125.45,125.19,0.26,2.26
NAYARIT,Transporte,2017-04,132.7,132.27,0.43,4.28
NAYARIT,Transporte,2017-05,128.71,128.36,0.34,3.58
NAYARIT,Transporte,2017-06,138.25,137.91,0.34,3.63
NAYARIT,Transporte,2017-07,141.32,140.81,0.51,6.47
NAYARIT,Transporte,2017-08,139.49,138.98,0.51,6.29
NAYARIT,Transporte,2017-09,139.55,138.98,0.57,7.17
NAYARIT,Transporte,2017-10,136.48,135.94,0.54,6.09
NAYARIT,Transporte,2017-11,139.04,138.55,0.49,5.23
NAYARIT,Transporte,2017-12,137.85,137.32,0.53,7.38
NAYARIT,Transporte,2018-01,137.02,136.31,0.72,7.93
NAYARIT,Transporte,2018-02,136.74,136,0.75,8.25
NAYARIT,Transporte,2018-03,136.27,135.47,0.8,8.11
NAYARIT,Transporte,2018-04,144.32,143.78,0.54,5.47
NAYARIT,Transporte,2018-05,133.97,133.07,0.9,8.35
NAYARIT,Transporte,2018-06,133.89,132.96,0.93,10.27
NAYARIT,Transporte,2018-07,131.38,130.43,0.95,10.61
NAYARIT,Transporte,2018-08,128.18,127.6,0.58,8.3
NAYARIT,Transporte,2018-09,126.53,125.91,0.62,108.73
NAYARIT,Transporte,2018-10,121.95,121.54,0.41,107.35
NAYARIT,Transporte,2018-11,118.84,118.46,0.38,103.49
NAYARIT,Transporte,2018-12,118.18,117.88,0.3,102.51
NAYARIT,Transporte,2019-01,114.93,114.32,0.61,105.93
NAYARIT,Transporte,2019-02,110.07,109.4,0.67,106.6
NAYARIT,Transporte,2019-03,123.73,122.9,0.83,109.1
NAYARIT,Transporte,2019-04,116.83,116.2,0.64,6.95
NAYARIT,Transporte,2019-05,111.96,111.32,0.64,7.1
NAYARIT,Transporte,2019-06,116.32,115.63,0.7,7.62
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2016-06,2916.61,2898.84,17.79,110.95
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2016-07,3001.36,2985.02,16.36,110.32
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2016-08,2967.06,2951.38,15.66,108.54
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2016-09,2942.25,2929.28,12.97,109.01
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2016-10,2913.34,2904.5,8.83,122.46
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2016-11,2904.61,2895.82,8.8,119.85
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2016-12,2849.81,2841.99,7.83,121.07
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2017-01,3343.41,3335.71,7.73,121.54
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2017-02,3339.6,3331.86,7.75,116.88
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2017-03,3014.07,3006.42,7.66,115.32
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2017-04,3072.12,3063.62,8.51,105.34
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2017-05,3181.12,3175.01,6.1,145.62
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2017-06,3262.81,3253.69,9.1,143.04
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2017-07,3277.67,3267.62,10.04,152.18
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2017-08,3267.23,3258.08,9.19,150.37
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2017-09,3146.3,3137.29,9,54.55
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2017-10,3199.06,3188.31,10.78,62.48
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2017-11,3215.98,3207.22,8.75,66.6
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2017-12,3315.05,3307.67,7.38,70.17
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2018-01,3267.99,3261.57,6.39,97.99
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2018-02,3180.86,3174.87,5.99,101.86
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2018-03,3270.31,3264.71,5.61,103.61
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2018-04,3292.36,3286.69,5.67,103.6
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2018-05,3333.81,3328.03,5.77,105.76
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2018-06,3489.88,3462.84,27.04,108.66
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2018-07,3562.95,3536.01,26.94,108.37
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2018-08,3477.12,3448.03,29.07,108.29
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2018-09,3519.5,3505.51,13.99,106.78
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2018-10,3430.52,3422.04,8.47,19.08
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2018-11,3220.96,3214.96,5.99,14.33
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2018-12,3249.05,3246.42,2.63,4.29
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2019-01,3180.52,3176.9,3.62,5.47
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2019-02,3100.21,3096.76,3.44,104.37
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2019-03,3273.11,3266.71,6.41,107.6
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2019-04,3201.12,3195.68,5.44,113.11
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2019-05,3312.81,3303.38,9.44,113.1
NUEVO LEON,"Agricultura, Silvicultura, Ganaderia y Pesca",2019-06,3407.77,3400.79,6.99,113.07
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2016-06,17910.67,17645.52,265.16,203.17
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2016-07,18472.65,18197.19,275.44,217.72
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2016-08,17633.35,17357.22,276.12,213.42
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2016-09,17446.54,17161.64,284.87,219.05
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2016-10,18427.1,18139.51,287.61,217.71
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2016-11,21945.59,21657.06,288.52,209.6
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2016-12,22688.23,22408,280.21,208.37
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2017-01,20531.89,20252.19,279.69,202.06
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2017-02,27568.65,27287.46,281.22,203.92
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2017-03,32629.22,32354.93,274.29,188.58
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2017-04,33917.81,33632.4,285.43,179.23
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2017-05,33380.42,33083.83,296.59,185.5
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2017-06,28996.98,28920.16,76.82,173.29
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2017-07,28193.97,28124.83,69.18,158.64
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2017-08,28147.49,28081.11,66.38,151.99
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2017-09,21718.72,21651.69,67.05,151.01
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2017-10,22444.22,22380.8,63.43,143.89
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2017-11,22369.27,22302.64,66.62,149.67
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2017-12,23224.71,23159.72,65.02,147.98
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2018-01,23430.62,23350.74,79.88,229.31
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2018-02,26365.81,26287.5,78.31,257.3
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2018-03,24864.47,24785.36,79.15,236.96
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2018-04,30850.16,30776.19,73.99,232.92
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2018-05,32794.97,32719.45,75.53,232.96
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2018-06,31637.74,31579.35,58.4,225.69
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2018-07,33240.32,33181.66,58.67,256.44
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2018-08,32809.72,32746.28,63.44,291.59
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2018-09,28974.02,28910.81,63.22,290.9
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2018-10,32242.71,32165.14,77.57,281.36
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2018-11,29484.24,29380.37,103.87,284.16
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2018-12,28820.24,28665.34,154.86,263.12
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2019-01,29527.1,29370.19,156.92,260.17
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2019-02,29912.27,29755.66,156.6,356.92
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2019-03,29847.66,29704.98,142.66,199.23
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2019-04,31783.12,31625.23,157.95,206.91
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2019-05,31310.7,31168.7,142.02,198.26
NUEVO LEON,"Alimentos, Bebidas y Tabaco",2019-06,31482.25,31338.54,143.69,111.46
NUEVO LEON,Comercio,2016-06,52748.96,52265.75,483.21,297.01
NUEVO LEON,Comercio,2016-07,53534.5,53024.97,509.52,291.95
NUEVO LEON,Comercio,2016-08,55738.87,55264.39,474.48,275.61
NUEVO LEON,Comercio,2016-09,58888.15,58442.7,445.41,282.78
NUEVO LEON,Comercio,2016-10,62919.46,62478.64,440.77,289.99
NUEVO LEON,Comercio,2016-11,61703.23,61255.63,447.62,226.58
NUEVO LEON,Comercio,2016-12,58393.27,57971.49,421.75,133.83
NUEVO LEON,Comercio,2017-01,58959.89,58479.51,480.36,122.09
NUEVO LEON,Comercio,2017-02,59978.02,59472.01,506,127.88
NUEVO LEON,Comercio,2017-03,61977.21,61219.33,757.92,161.98
NUEVO LEON,Comercio,2017-04,63302,62657.55,644.44,181.78
NUEVO LEON,Comercio,2017-05,66407.87,65785.78,622.08,184.62
NUEVO LEON,Comercio,2017-06,63906.91,63326.63,580.27,184.26
NUEVO LEON,Comercio,2017-07,68462.8,67895.85,566.98,192.18
NUEVO LEON,Comercio,2017-08,66847.53,66284.93,562.58,225.98
NUEVO LEON,Comercio,2017-09,68122.08,67444.4,677.7,257.05
NUEVO LEON,Comercio,2017-10,67595.32,66908.51,686.81,277
NUEVO LEON,Comercio,2017-11,65218.58,64565.55,653.02,405.61
NUEVO LEON,Comercio,2017-12,61078.35,60447.63,630.7,382.86
NUEVO LEON,Comercio,2018-01,64638.24,64062.94,575.31,305.03
NUEVO LEON,Comercio,2018-02,64841.42,64242.53,598.93,309.98
NUEVO LEON,Comercio,2018-03,68519.87,67955.49,564.41,379.49
NUEVO LEON,Comercio,2018-04,69487.48,68911.83,575.64,394.67
NUEVO LEON,Comercio,2018-05,68725.06,68142.83,582.22,484.85
NUEVO LEON,Comercio,2018-06,68516.29,67935.11,581.17,459.59
NUEVO LEON,Comercio,2018-07,65976.71,65383.19,593.52,434.23
NUEVO LEON,Comercio,2018-08,67504.82,66890.35,614.47,540.86
NUEVO LEON,Comercio,2018-09,70694.19,70085.26,608.96,456.99
NUEVO LEON,Comercio,2018-10,71390.88,70810.07,580.81,429.3
NUEVO LEON,Comercio,2018-11,70069.01,69481.87,587.17,456.81
NUEVO LEON,Comercio,2018-12,65728.07,65134.99,593.09,461.69
NUEVO LEON,Comercio,2019-01,65842.89,65237,605.92,564.05
NUEVO LEON,Comercio,2019-02,67860.54,67286.3,574.24,563.89
NUEVO LEON,Comercio,2019-03,75915.83,75360.82,555.05,490.98
NUEVO LEON,Comercio,2019-04,77431.08,76839.83,591.23,483.7
NUEVO LEON,Comercio,2019-05,75120.48,74539.98,580.5,494.82
NUEVO LEON,Comercio,2019-06,69343.87,68737.41,606.45,590.18
NUEVO LEON,Comunicaciones y Telecomunicaciones,2016-06,10897.39,10885.44,11.93,155.34
NUEVO LEON,Comunicaciones y Telecomunicaciones,2016-07,11149.16,11140.74,8.4,58.15
NUEVO LEON,Comunicaciones y Telecomunicaciones,2016-08,11167.49,11155.24,12.25,163.3
NUEVO LEON,Comunicaciones y Telecomunicaciones,2016-09,11188.04,11176.12,11.95,240.39
NUEVO LEON,Comunicaciones y Telecomunicaciones,2016-10,11396.87,11385.87,11.04,195.18
NUEVO LEON,Comunicaciones y Telecomunicaciones,2016-11,11679.21,11668.2,11.05,196.76
NUEVO LEON,Comunicaciones y Telecomunicaciones,2016-12,11851.58,11840.92,10.69,184.37
NUEVO LEON,Comunicaciones y Telecomunicaciones,2017-01,11888.29,11877.63,10.68,187.77
NUEVO LEON,Comunicaciones y Telecomunicaciones,2017-02,11709.34,11699.97,9.4,175.84
NUEVO LEON,Comunicaciones y Telecomunicaciones,2017-03,11685.94,11673.77,12.21,290.49
NUEVO LEON,Comunicaciones y Telecomunicaciones,2017-04,11707.96,11697.37,10.61,295.3
NUEVO LEON,Comunicaciones y Telecomunicaciones,2017-05,11693.45,11684.23,9.22,221.43
NUEVO LEON,Comunicaciones y Telecomunicaciones,2017-06,11625.53,11611.79,13.7,137.17
NUEVO LEON,Comunicaciones y Telecomunicaciones,2017-07,11682.24,11668.05,14.2,129.81
NUEVO LEON,Comunicaciones y Telecomunicaciones,2017-08,11818.16,11803.74,14.42,128.6
NUEVO LEON,Comunicaciones y Telecomunicaciones,2017-09,11700.96,11687.64,13.33,124.18
NUEVO LEON,Comunicaciones y Telecomunicaciones,2017-10,11697.19,11681.42,15.81,137.21
NUEVO LEON,Comunicaciones y Telecomunicaciones,2017-11,6913.24,6900.88,12.36,21.96
NUEVO LEON,Comunicaciones y Telecomunicaciones,2017-12,11224.12,11210.17,13.95,178.61
NUEVO LEON,Comunicaciones y Telecomunicaciones,2018-01,11071.69,11057.15,14.54,172.47
NUEVO LEON,Comunicaciones y Telecomunicaciones,2018-02,9549.57,9535.01,14.55,120.61
NUEVO LEON,Comunicaciones y Telecomunicaciones,2018-03,9736.98,9721.71,15.25,120.42
NUEVO LEON,Comunicaciones y Telecomunicaciones,2018-04,9766.05,9750.2,15.86,122.69
NUEVO LEON,Comunicaciones y Telecomunicaciones,2018-05,9544.24,9529.63,14.6,121.44
NUEVO LEON,Comunicaciones y Telecomunicaciones,2018-06,9312.83,9298.45,14.38,121.31
NUEVO LEON,Comunicaciones y Telecomunicaciones,2018-07,9286.32,9243.5,42.82,175.45
NUEVO LEON,Comunicaciones y Telecomunicaciones,2018-08,9052.43,9011.39,41.03,183.67
NUEVO LEON,Comunicaciones y Telecomunicaciones,2018-09,9259.49,9220.1,39.37,131.8
NUEVO LEON,Comunicaciones y Telecomunicaciones,2018-10,9205.06,9164.88,40.14,131.41
NUEVO LEON,Comunicaciones y Telecomunicaciones,2018-11,9164.15,9121.98,42.16,130.31
NUEVO LEON,Comunicaciones y Telecomunicaciones,2018-12,5751.83,5738.75,13.06,178.02
NUEVO LEON,Comunicaciones y Telecomunicaciones,2019-01,5736.93,5724.34,12.62,177.67
NUEVO LEON,Comunicaciones y Telecomunicaciones,2019-02,5623.62,5607.98,15.64,158.1
NUEVO LEON,Comunicaciones y Telecomunicaciones,2019-03,5580.82,5564.45,16.38,167.38
NUEVO LEON,Comunicaciones y Telecomunicaciones,2019-04,5331.74,5315.32,16.43,157.29
NUEVO LEON,Comunicaciones y Telecomunicaciones,2019-05,5457.34,5440.74,16.61,154.86
NUEVO LEON,Comunicaciones y Telecomunicaciones,2019-06,5100.61,5087.69,12.93,154.67
NUEVO LEON,Construccion,2016-06,26293.75,25809.88,483.85,461.79
NUEVO LEON,Construccion,2016-07,26888.73,26355.66,533.08,515.15
NUEVO LEON,Construccion,2016-08,27686.48,27073.05,613.46,481.73
NUEVO LEON,Construccion,2016-09,27429.39,26822.94,606.46,473.25
NUEVO LEON,Construccion,2016-10,27484.47,26883.12,601.34,461.84
NUEVO LEON,Construccion,2016-11,27827.58,27171.02,656.56,474.24
NUEVO LEON,Construccion,2016-12,28318.51,27678.35,640.17,441.93
NUEVO LEON,Construccion,2017-01,28616.18,27977.52,638.64,443.3
NUEVO LEON,Construccion,2017-02,28561.32,27916.85,644.5,434.51
NUEVO LEON,Construccion,2017-03,28494.06,27907.52,586.56,318.84
NUEVO LEON,Construccion,2017-04,28564.21,27856.73,707.52,498.48
NUEVO LEON,Construccion,2017-05,29203.29,28478.15,725.13,492.79
NUEVO LEON,Construccion,2017-06,28949.23,28237.8,711.44,492.99
NUEVO LEON,Construccion,2017-07,28938.76,28229.37,709.4,502.55
NUEVO LEON,Construccion,2017-08,29093.49,28498.18,595.31,406.49
NUEVO LEON,Construccion,2017-09,29681.79,29073.89,607.88,413.92
NUEVO LEON,Construccion,2017-10,30274.03,29606.22,667.77,409.13
NUEVO LEON,Construccion,2017-11,30314.62,29736.52,578.1,468.81
NUEVO LEON,Construccion,2017-12,30974.04,30376.95,597.11,471.98
NUEVO LEON,Construccion,2018-01,31593.17,30969.08,624.09,644.02
NUEVO LEON,Construccion,2018-02,32025.92,31371.16,654.74,583.27
NUEVO LEON,Construccion,2018-03,33176.42,32569.36,607.1,545.83
NUEVO LEON,Construccion,2018-04,33183.47,32560.3,623.21,488.32
NUEVO LEON,Construccion,2018-05,33640.19,33075.55,564.61,509.29
NUEVO LEON,Construccion,2018-06,33535.21,32972.74,562.5,492.81
NUEVO LEON,Construccion,2018-07,33266.16,32736.9,529.25,459.57
NUEVO LEON,Construccion,2018-08,33585.43,33059.41,526.03,448.85
NUEVO LEON,Construccion,2018-09,33783.94,33322.83,461.14,405.11
NUEVO LEON,Construccion,2018-10,33891.1,33437.67,453.47,238.35
NUEVO LEON,Construccion,2018-11,34289.61,33851.68,437.95,232.89
NUEVO LEON,Construccion,2018-12,34566.06,34153.34,412.75,228.69
NUEVO LEON,Construccion,2019-01,34883.66,34239.08,644.64,282.73
NUEVO LEON,Construccion,2019-02,35078.62,34650.71,427.93,231.48
